Image,Signal to Noise Ratio
mask_1928.h5,0.0
mask_1868.h5,0.005708673500705911
mask_2502.h5,0.0
mask_2693.h5,0.0
mask_871.h5,0.16338848256763475
mask_2990.h5,0.0
mask_772.h5,0.0
mask_2720.h5,0.018145662440964456
mask_550.h5,0.23086169333633838
mask_2823.h5,0.0
mask_1549.h5,0.005215043867721946
mask_1798.h5,0.0
mask_1409.h5,0.07605411795612768
mask_781.h5,0.0
mask_410.h5,0.022147357913781272
mask_2963.h5,0.19582512225385007
mask_882.h5,0.02901645521919357
mask_2660.h5,0.0
mask_2771.h5,0.0
mask_993.h5,0.027467703499310173
mask_1689.h5,0.017386984600099353
mask_1518.h5,0.0
mask_2872.h5,0.0
mask_690.h5,0.005832156670145497
mask_501.h5,0.09008649367930804
mask_2932.h5,0.014929071424146689
mask_441.h5,0.007874015748031496
mask_1458.h5,0.030116315624017606
mask_2631.h5,0.010173253591466798
mask_2536.h5,0.0
mask_845.h5,0.060109996764801034
mask_746.h5,0.0
mask_606.h5,0.011045973464979944
mask_597.h5,0.11138244471577805
mask_2476.h5,0.010609425117197138
mask_905.h5,0.006079214000614062
mask_814.h5,0.0
mask_2567.h5,0.0
mask_717.h5,0.001466992665036675
mask_486.h5,0.006326392727719427
mask_657.h5,0.004413928396272682
mask_954.h5,0.02483267654969663
mask_2427.h5,0.03108873505349276
mask_3569.h5,0.0
mask_2906.h5,0.0
mask_475.h5,0.1533966913058782
mask_2594.h5,0.026823765354725495
mask_2605.h5,0.014991946475034072
mask_2745.h5,0.0
mask_2846.h5,0.03232310503433936
mask_535.h5,0.0006718377817137971
mask_3429.h5,0.0
mask_424.h5,0.17363896848137536
mask_2957.h5,0.0
mask_3538.h5,0.0
mask_2654.h5,0.0
mask_2485.h5,0.012170260085253598
mask_2714.h5,0.0012833832426816598
mask_3478.h5,0.025666708401151872
mask_564.h5,0.017702962916951365
mask_2817.h5,0.0
mask_1373.h5,0.08899966766367563
mask_3276.h5,0.0031839333823169237
mask_48.h5,0.0
mask_1233.h5,0.04864311315924219
mask_3336.h5,0.0
mask_1322.h5,0.006140997297961189
mask_3227.h5,0.0
mask_19.h5,0.0
mask_1262.h5,0.0021408037188818886
mask_3367.h5,0.0
mask_2229.h5,0.06272296815203995
mask_1040.h5,0.0
mask_3145.h5,0.08762612851832183
mask_288.h5,0.0
mask_119.h5,0.01846211226456145
mask_1291.h5,0.007750030754090294
mask_1100.h5,0.0
mask_3394.h5,0.0053384058415659325
mask_3005.h5,0.008680662439204581
mask_2369.h5,0.0
mask_2278.h5,0.10077936038699274
mask_399.h5,0.055874202487594254
mask_1380.h5,0.0
mask_1011.h5,0.04543134252169474
mask_3285.h5,0.002202104232933692
mask_3114.h5,0.19704829400160737
mask_1151.h5,0.0
mask_3054.h5,0.13086692435118719
mask_148.h5,0.0023247277621436437
mask_2338.h5,0.0
mask_1256.h5,0.008742765669252556
mask_3353.h5,0.0
mask_1316.h5,0.001650669438161032
mask_1087.h5,0.07626617618077909
mask_3213.h5,0.00917770249461041
mask_3182.h5,0.0023247277621436437
mask_1207.h5,0.05187467899332306
mask_1196.h5,0.022147357913781272
mask_3302.h5,0.006017438290556306
mask_3093.h5,0.0
mask_1347.h5,0.0
mask_3242.h5,0.018145662440964456
mask_1165.h5,0.0020795107033639145
mask_3060.h5,0.0009775171065493646
mask_1025.h5,0.0
mask_3120.h5,0.14573426573426573
mask_1134.h5,0.0
mask_3031.h5,0.0
mask_1074.h5,0.022977022977022976
mask_3171.h5,0.0006107243190423843
mask_1956.h5,0.0006718377817137971
mask_3750.h5,0.0
mask_1655.h5,0.04649974450689831
mask_3581.h5,0.021510069206309622
mask_3610.h5,0.0
mask_1484.h5,0.007750030754090294
mask_1715.h5,0.0
mask_1816.h5,0.021573762314503055
mask_1907.h5,0.03277861825516894
mask_3490.h5,0.029404372958029657
mask_3701.h5,0.0
mask_1595.h5,0.0
mask_1604.h5,0.0
mask_3641.h5,0.0
mask_1744.h5,0.05812451562903642
mask_1847.h5,0.0
mask_3463.h5,0.0
mask_1566.h5,0.009115545700911555
mask_3523.h5,0.0
mask_1426.h5,0.014489164086687307
mask_3432.h5,0.0
mask_1537.h5,0.11943153867176824
mask_3572.h5,0.013924128968376756
mask_1477.h5,0.0
mask_769.h5,0.007006760909649662
mask_3675.h5,0.0
mask_1770.h5,0.03650281520845195
mask_1873.h5,0.0
mask_2688.h5,0.015432290052680509
mask_2519.h5,0.014991946475034072
mask_2459.h5,0.0
mask_1933.h5,0.003061099546957267
mask_3735.h5,0.0
mask_1630.h5,0.3031098385429094
mask_629.h5,0.050660510452738235
mask_3624.h5,0.0
mask_1721.h5,0.0
mask_738.h5,0.006635536986974687
mask_2548.h5,0.0
mask_1822.h5,0.20915129151291512
mask_1962.h5,0.0
mask_2799.h5,0.11342167855929323
mask_2408.h5,0.0
mask_678.h5,0.0
mask_3764.h5,0.0
mask_1661.h5,0.04516458280173514
mask_2929.h5,0.029857313470362686
mask_3546.h5,0.06100246082113716
mask_1443.h5,0.007998031253845208
mask_3406.h5,0.0
mask_3797.h5,0.0
mask_1503.h5,0.0
mask_1692.h5,0.05207731329865793
mask_2869.h5,0.0
mask_988.h5,6.103888176768602e-05
mask_1991.h5,0.05146964446155821
mask_899.h5,0.002202104232933692
mask_1880.h5,0.00899125508067496
mask_3517.h5,0.027789975534784517
mask_3686.h5,0.0
mask_1412.h5,0.008246153846153846
mask_1783.h5,0.1113070609780913
mask_2978.h5,0.0
mask_2838.h5,0.00036634509708145075
mask_3457.h5,0.0
mask_1552.h5,0.004968410721953015
mask_67.h5,0.01707120243342231
mask_2135.h5,0.0017119100024455857
mask_345.h5,0.12380821729885452
mask_3259.h5,0.0
mask_3088.h5,0.007440201684806001
mask_3319.h5,0.0
mask_194.h5,0.0009163663021565154
mask_205.h5,0.004167688158862467
mask_2075.h5,0.01865207659786123
mask_2164.h5,0.005832156670145497
mask_36.h5,0.029792583280955375
mask_3199.h5,0.0
mask_3208.h5,0.0024473813020068525
mask_314.h5,0.05012177925906935
mask_254.h5,0.0
mask_3348.h5,0.030505063211522736
mask_2024.h5,0.2291072768192048
mask_2206.h5,0.0
mask_2197.h5,0.0
mask_2346.h5,0.029339699692153044
mask_136.h5,0.0034296913277804997
mask_2257.h5,0.0
mask_94.h5,0.00012208521548040532
mask_2317.h5,0.0
mask_2086.h5,0.0
mask_167.h5,0.0
mask_1279.h5,0.015369360436291522
mask_260.h5,0.0
mask_2381.h5,0.0
mask_2010.h5,0.0
mask_2150.h5,0.03689639896209101
mask_320.h5,0.0028155220957277512
mask_1339.h5,0.0
mask_231.h5,0.0
mask_1228.h5,0.0
mask_2041.h5,0.0
mask_2290.h5,0.0
mask_2101.h5,0.07372698079821745
mask_53.h5,0.014489164086687307
mask_1368.h5,0.05744159029301665
mask_371.h5,0.0
mask_2323.h5,0.00942640625962664
mask_153.h5,0.0064500276429756125
mask_382.h5,0.12790857772270411
mask_2263.h5,0.007998031253845208
mask_2372.h5,0.0
mask_102.h5,0.019349219187457228
mask_293.h5,0.0
mask_2232.h5,0.09328706793006807
mask_2222.h5,0.014677649098903822
mask_2362.h5,0.024
mask_283.h5,0.06576465231249594
mask_112.h5,0.05983569441749143
mask_392.h5,0.03597850142269997
mask_2273.h5,0.0
mask_2333.h5,0.0
mask_143.h5,0.1540466295696274
mask_43.h5,0.003061099546957267
mask_2111.h5,0.00410614696328982
mask_2280.h5,0.0
mask_361.h5,0.004290793183768542
mask_1378.h5,0.0433675093931096
mask_1238.h5,0.0010386753833934136
mask_221.h5,0.010235540757183376
mask_2051.h5,0.0
mask_2140.h5,0.0034911496294481536
mask_12.h5,0.0
mask_1329.h5,0.13446891012325163
mask_330.h5,0.009364218827008379
mask_270.h5,0.0303754480850261
mask_1269.h5,0.0
mask_2000.h5,0.043168215968419715
mask_2391.h5,0.3473684210526316
mask_2096.h5,0.10248300921876051
mask_2307.h5,0.024
mask_177.h5,0.059630060794205145
mask_84.h5,0.008184111746969418
mask_2247.h5,0.0
mask_2356.h5,0.05295629820051414
mask_126.h5,0.0
mask_2187.h5,0.42185194827735834
mask_2216.h5,0.0
mask_3358.h5,0.024256064016004
mask_244.h5,0.06417251234086775
mask_2034.h5,0.004845139527752223
mask_26.h5,0.03676517117003101
mask_2174.h5,0.0
mask_304.h5,0.20968694624926165
mask_3218.h5,0.022466300549176237
mask_3189.h5,0.00030526894193784725
mask_215.h5,0.0009775171065493646
mask_184.h5,0.13793582442005833
mask_3309.h5,0.0
mask_3098.h5,0.28200312989045384
mask_2065.h5,0.15935465609963204
mask_2125.h5,0.016377171215880892
mask_77.h5,0.005893909626719057
mask_3249.h5,0.0
mask_355.h5,0.0171343431835113
mask_1542.h5,0.1298531135783739
mask_3447.h5,0.020555624766413354
mask_2828.h5,0.0
mask_1890.h5,0.0
mask_889.h5,0.006079214000614062
mask_2968.h5,0.0
mask_1793.h5,0.05079527963057978
mask_1402.h5,0.03277861825516894
mask_3696.h5,0.0
mask_3507.h5,0.0
mask_2879.h5,0.09365195914825446
mask_1682.h5,0.0
mask_1513.h5,0.004845139527752223
mask_3787.h5,0.0
mask_3416.h5,0.0
mask_1981.h5,0.03683078091380838
mask_998.h5,0.0
mask_1453.h5,0.16471173668870406
mask_3556.h5,0.005523505584877869
mask_2939.h5,0.0
mask_2418.h5,0.0
mask_2789.h5,0.0
mask_1972.h5,0.0033067973055725657
mask_1671.h5,0.002631417905880913
mask_3774.h5,0.0
mask_668.h5,0.03729028173472618
mask_728.h5,0.0
mask_1731.h5,0.0187154137909594
mask_3634.h5,0.0
mask_1832.h5,0.005091712164897859
mask_2558.h5,0.04157660521296885
mask_1923.h5,0.0
mask_2449.h5,0.0
mask_639.h5,0.0513347022587269
mask_1620.h5,0.04743638920854111
mask_3725.h5,0.0020182251850039755
mask_1760.h5,0.0
mask_3665.h5,0.0
mask_779.h5,0.0
mask_2509.h5,0.09569985955995453
mask_2698.h5,0.0
mask_1863.h5,0.14237902663505786
mask_1467.h5,0.005708673500705911
mask_3562.h5,0.0
mask_1527.h5,0.018525425836130798
mask_3422.h5,0.0025087193293764913
mask_1436.h5,0.005832156670145497
mask_3533.h5,0.0
mask_1576.h5,0.17895948765920702
mask_3473.h5,0.13478321097104862
mask_1754.h5,0.0
mask_3651.h5,0.0
mask_1857.h5,0.0065736929409596365
mask_1917.h5,0.00392156862745098
mask_1614.h5,0.012921174652241112
mask_1585.h5,0.0
mask_3711.h5,0.0
mask_3480.h5,0.00392156862745098
mask_1705.h5,0.02869341370000628
mask_1494.h5,0.006140997297961189
mask_3600.h5,0.04703476482617587
mask_3591.h5,0.0
mask_1806.h5,0.0
mask_1946.h5,0.031867993450056684
mask_1645.h5,0.0
mask_3740.h5,0.0
mask_1826.h5,0.0210008101202717
mask_3620.h5,0.0
mask_1725.h5,0.015999007813468934
mask_3760.h5,0.0
mask_1665.h5,0.03755303653980115
mask_1966.h5,0.0
mask_1877.h5,0.0
mask_3671.h5,0.0
mask_1774.h5,0.11554435895690066
mask_3731.h5,0.0
mask_1634.h5,0.007440201684806001
mask_1937.h5,0.0
mask_3682.h5,0.0
mask_3513.h5,0.0
mask_1787.h5,0.039132365066277666
mask_1416.h5,0.008184111746969418
mask_1884.h5,0.0
mask_3453.h5,0.0
mask_1556.h5,0.0
mask_3542.h5,0.0
mask_1447.h5,0.0207463709426204
mask_1995.h5,0.06134611647340805
mask_3793.h5,0.0
mask_3402.h5,0.0
mask_1696.h5,0.03232310503433936
mask_1507.h5,0.023040899157040273
mask_3705.h5,0.0
mask_3494.h5,0.0
mask_1600.h5,0.0
mask_1591.h5,0.012045215887330903
mask_619.h5,0.0
mask_588.h5,0.045031253986477865
mask_2469.h5,0.0009775171065493646
mask_1903.h5,0.04436511983681795
mask_1843.h5,0.0
mask_2529.h5,0.002202104232933692
mask_759.h5,0.0
mask_3645.h5,0.0
mask_1740.h5,0.22350832648793967
mask_9.h5,0.0017119100024455857
mask_648.h5,0.0
mask_3754.h5,0.0
mask_1651.h5,0.09467495156009889
mask_1952.h5,0.023040899157040273
mask_2438.h5,0.008246153846153846
mask_2578.h5,0.0
mask_1812.h5,0.02914572864321608
mask_3614.h5,0.0
mask_3585.h5,0.0
mask_1711.h5,0.0
mask_1480.h5,0.022147357913781272
mask_708.h5,0.0
mask_499.h5,0.0
mask_3436.h5,0.0
mask_1533.h5,0.06065902764290801
mask_2859.h5,0.0
mask_2919.h5,0.09562658820382507
mask_3576.h5,0.0
mask_1473.h5,0.0
mask_2808.h5,0.30643489354915876
mask_3467.h5,0.0033682405536162655
mask_1562.h5,0.0121077341240425
mask_3527.h5,0.18621488560671878
mask_1422.h5,0.0012833832426816598
mask_2948.h5,0.0
mask_2045.h5,0.0
mask_3329.h5,0.0
mask_235.h5,0.0021408037188818886
mask_375.h5,0.0076260762607626075
mask_3269.h5,0.0
mask_57.h5,0.0
mask_2105.h5,0.1216540015061272
mask_2294.h5,0.0
mask_2014.h5,0.0
mask_2385.h5,0.01960296222540295
mask_264.h5,0.01763975155279503
mask_3378.h5,0.0
mask_3238.h5,0.0
mask_324.h5,0.007130563068600934
mask_2154.h5,0.0
mask_297.h5,0.0
mask_106.h5,0.023040899157040273
mask_2376.h5,0.0
mask_2236.h5,0.0
mask_157.h5,0.03427813900637586
mask_2327.h5,0.0047218985711657575
mask_2267.h5,0.09856510661123777
mask_386.h5,0.1702021284193986
mask_310.h5,0.010297835604612443
mask_1309.h5,0.0027541465205948956
mask_1098.h5,0.0
mask_32.h5,0.0010998411340584137
mask_2160.h5,0.0019569471624266144
mask_2020.h5,0.10196394942157654
mask_1249.h5,0.09445557782231129
mask_250.h5,0.000855222968845449
mask_1358.h5,0.02869341370000628
mask_341.h5,0.0001831390025028997
mask_2131.h5,0.0
mask_63.h5,0.043699834373805584
mask_2071.h5,0.03134835704393806
mask_201.h5,0.0053384058415659325
mask_190.h5,0.0015894363614133756
mask_1218.h5,0.02432010003125977
mask_1189.h5,0.0
mask_90.h5,0.0
mask_2253.h5,0.0
mask_163.h5,0.005215043867721946
mask_2082.h5,0.0
mask_2313.h5,0.038078945701070774
mask_2193.h5,0.04038608077216155
mask_2202.h5,0.0015282107708295127
mask_132.h5,0.007006760909649662
mask_2342.h5,0.027661042463777208
mask_122.h5,0.0006718377817137971
mask_2352.h5,0.04643290540972089
mask_2212.h5,0.0
mask_2183.h5,0.01167026860142019
mask_173.h5,0.0009163663021565154
mask_2303.h5,0.0201108274702696
mask_2092.h5,0.0
mask_2243.h5,0.0
mask_80.h5,0.0
mask_2061.h5,0.046967857371078024
mask_1199.h5,0.046967857371078024
mask_1208.h5,0.06500260010400416
mask_180.h5,0.07654905052894408
mask_211.h5,0.0001831390025028997
mask_351.h5,0.2135397377972002
mask_1348.h5,0.0
mask_73.h5,0.0
mask_2121.h5,0.004352357015876908
mask_2030.h5,0.05853469440496188
mask_240.h5,0.0045986878410693485
mask_1259.h5,0.0171343431835113
mask_1088.h5,0.09146625807740989
mask_1319.h5,0.004537093807480074
mask_300.h5,0.06286084982160234
mask_2170.h5,0.0
mask_22.h5,0.0
mask_2277.h5,0.0
mask_396.h5,0.005030057661636609
mask_147.h5,0.015180618377842493
mask_2337.h5,0.0
mask_2226.h5,0.02875800577671732
mask_116.h5,0.005708673500705911
mask_287.h5,0.03867123113985039
mask_2366.h5,0.0
mask_334.h5,0.015999007813468934
mask_3228.h5,0.0
mask_16.h5,0.011482899123348562
mask_2144.h5,0.08849322349189477
mask_2395.h5,0.06959133046089568
mask_2004.h5,0.0
mask_3368.h5,0.0
mask_274.h5,0.010297835604612443
mask_3279.h5,0.0
mask_365.h5,0.0015282107708295127
mask_2284.h5,0.005215043867721946
mask_2115.h5,0.0064500276429756125
mask_47.h5,0.0
mask_2055.h5,0.034474049753756786
mask_225.h5,0.08712096078561475
mask_3339.h5,0.0
mask_2958.h5,0.015117719950433706
mask_1432.h5,0.0
mask_3537.h5,0.0
mask_1572.h5,0.09445557782231129
mask_3477.h5,0.033104231036004794
mask_2818.h5,0.0
mask_1463.h5,0.0127959448599864
mask_3566.h5,0.0
mask_2909.h5,0.0
mask_2849.h5,0.19165030184013382
mask_1523.h5,0.033104231036004794
mask_3426.h5,0.0
mask_1802.h5,0.0
mask_2568.h5,0.001773158055640477
mask_489.h5,0.0
mask_718.h5,0.0
mask_1490.h5,0.0757715036112935
mask_1701.h5,0.067431103003453
mask_3595.h5,0.0
mask_3604.h5,0.0
mask_1641.h5,0.009986438170385895
mask_3744.h5,0.0
mask_658.h5,0.0019569471624266144
mask_2428.h5,0.0
mask_1942.h5,0.07042989677250751
mask_2539.h5,0.0
mask_1853.h5,0.014929071424146689
mask_1750.h5,0.0
mask_3655.h5,0.0
mask_749.h5,0.025217445716788685
mask_598.h5,0.12527472527472527
mask_609.h5,0.07379735220867742
mask_1581.h5,0.02624491074224867
mask_1610.h5,0.05234761384803135
mask_3484.h5,0.0
mask_3715.h5,0.0
mask_1913.h5,0.019222395023328148
mask_2479.h5,0.0019569471624266144
mask_1985.h5,0.11653264276952432
mask_1517.h5,0.0
mask_1686.h5,0.001466992665036675
mask_3412.h5,0.0
mask_3783.h5,0.0
mask_1457.h5,0.038539553752535496
mask_3552.h5,0.028241496171708298
mask_1546.h5,0.0
mask_3443.h5,0.0
mask_1406.h5,0.01612503100967502
mask_1797.h5,0.024896784686600774
mask_3503.h5,0.14086762760253463
mask_3692.h5,0.0
mask_1894.h5,0.0009775171065493646
mask_1624.h5,0.012045215887330903
mask_3721.h5,0.0
mask_1927.h5,0.0
mask_1867.h5,0.0006107243190423843
mask_1764.h5,0.0
mask_3661.h5,0.0
mask_1675.h5,0.006697388632872504
mask_3770.h5,0.0
mask_1976.h5,0.07450157397691501
mask_1836.h5,0.0037370581388225205
mask_1735.h5,0.04456487089576028
mask_3630.h5,0.0
mask_3621.h5,0.0
mask_1724.h5,0.004352357015876908
mask_1827.h5,0.011982705373687461
mask_1967.h5,0.0
mask_3761.h5,0.0
mask_1664.h5,0.0381447218350019
mask_3670.h5,0.0
mask_1775.h5,0.23327060594655627
mask_1876.h5,0.00688298918387414
mask_1936.h5,0.008680662439204581
mask_3730.h5,0.0
mask_1635.h5,0.006202788183995578
mask_1885.h5,0.0
mask_3512.h5,0.0
mask_3683.h5,0.0
mask_1417.h5,0.008866995073891626
mask_1786.h5,0.05798786000258298
mask_3452.h5,0.0010998411340584137
mask_1557.h5,0.0
mask_3543.h5,0.0
mask_1446.h5,0.032583349089304846
mask_3403.h5,0.0
mask_3792.h5,0.0
mask_1506.h5,0.03624059199291632
mask_1697.h5,0.014489164086687307
mask_1994.h5,0.030569883004151466
mask_1902.h5,0.04025396825396826
mask_2468.h5,0.00042742871099713014
mask_589.h5,0.08159493002376551
mask_618.h5,0.0
mask_3495.h5,0.0
mask_3704.h5,0.0
mask_1590.h5,0.003061099546957267
mask_1601.h5,0.0
mask_3644.h5,0.0
mask_8.h5,0.0
mask_1741.h5,0.2657601977750309
mask_758.h5,0.015369360436291522
mask_2528.h5,0.0
mask_1842.h5,0.0
mask_2439.h5,0.0034911496294481536
mask_1953.h5,0.05935600672442778
mask_3755.h5,0.0
mask_1650.h5,0.019539514623522092
mask_649.h5,0.033104231036004794
mask_498.h5,0.0
mask_709.h5,0.0
mask_3584.h5,0.0
mask_3615.h5,0.0
mask_1481.h5,0.008246153846153846
mask_1710.h5,0.0012221950623319481
mask_1813.h5,0.07676130389064142
mask_2579.h5,0.0
mask_2858.h5,0.0
mask_3437.h5,0.0
mask_1532.h5,0.0199203187250996
mask_3577.h5,0.0
mask_1472.h5,0.0
mask_2918.h5,0.005215043867721946
mask_3466.h5,0.0007329587099926704
mask_1563.h5,0.0
mask_2809.h5,0.022593933341655225
mask_2949.h5,0.0
mask_3526.h5,0.14381457693381736
mask_1423.h5,0.0015894363614133756
mask_234.h5,0.015180618377842493
mask_3328.h5,0.0
mask_2044.h5,0.0
mask_2295.h5,0.0
mask_2104.h5,0.1582072670719638
mask_56.h5,0.0
mask_3268.h5,0.0
mask_374.h5,0.0
mask_3379.h5,0.0
mask_265.h5,0.015873015873015872
mask_2384.h5,0.0
mask_2015.h5,0.0047218985711657575
mask_2155.h5,0.0036140888208269525
mask_325.h5,0.024
mask_3239.h5,0.0
mask_2377.h5,0.0
mask_107.h5,0.0
mask_296.h5,0.0
mask_2237.h5,0.0
mask_2326.h5,0.0
mask_156.h5,0.0
mask_387.h5,0.025987851462208028
mask_2266.h5,0.038539553752535496
mask_2161.h5,0.005893909626719057
mask_33.h5,0.005215043867721946
mask_1099.h5,0.0
mask_1308.h5,0.0
mask_311.h5,0.06763977583735176
mask_251.h5,0.0
mask_1248.h5,0.0
mask_2021.h5,0.13008690853910884
mask_62.h5,0.09930220075147611
mask_2130.h5,0.0
mask_340.h5,0.12280701754385964
mask_1359.h5,0.024384144054020257
mask_1188.h5,0.0
mask_1219.h5,0.024
mask_191.h5,0.4695488384608485
mask_200.h5,0.0
mask_2070.h5,0.00948860135551448
mask_2252.h5,0.0
mask_91.h5,0.023360399750156153
mask_2312.h5,0.15486008317473743
mask_2083.h5,0.0
mask_162.h5,0.024064004000250015
mask_2203.h5,0.011982705373687461
mask_2192.h5,0.016062015503875968
mask_2343.h5,0.021573762314503055
mask_133.h5,0.0
mask_2353.h5,0.017323812480596088
mask_123.h5,0.0
mask_2182.h5,0.04164282535444084
mask_2213.h5,0.0
mask_2093.h5,0.0
mask_2302.h5,0.015936007937000063
mask_172.h5,0.0
mask_81.h5,0.0
mask_2242.h5,0.04476469838030864
mask_210.h5,0.0
mask_181.h5,0.031023849977974954
mask_1209.h5,0.08209497391189485
mask_1198.h5,0.02553830746119179
mask_2060.h5,0.03617505691879585
mask_2120.h5,0.00355261546000245
mask_72.h5,0.0020795107033639145
mask_1349.h5,0.0
mask_350.h5,0.0
mask_1258.h5,0.13164801768200027
mask_241.h5,0.1817657241777265
mask_2031.h5,0.039659876895742116
mask_23.h5,0.07626617618077909
mask_2171.h5,0.0
mask_301.h5,0.0025087193293764913
mask_1318.h5,0.006264586660115465
mask_1089.h5,0.06361983900285641
mask_397.h5,0.0057704112952731736
mask_2276.h5,0.002631417905880913
mask_2336.h5,0.0
mask_146.h5,0.006017438290556306
mask_2227.h5,0.1590265987549519
mask_2367.h5,0.002386050780055063
mask_286.h5,0.04985262078687684
mask_117.h5,0.002876905184550407
mask_2145.h5,0.19739823138200688
mask_17.h5,0.0026927784577723377
mask_3229.h5,0.002938295788442703
mask_335.h5,0.004783515270452594
mask_275.h5,0.015306438619322054
mask_3369.h5,0.0
mask_2005.h5,0.0
mask_2394.h5,0.023552195914287498
mask_46.h5,0.0
mask_2114.h5,0.0006107243190423843
mask_2285.h5,0.012983801162359343
mask_364.h5,0.005030057661636609
mask_3278.h5,0.0004885197850512946
mask_3338.h5,0.0
mask_224.h5,0.08016877637130802
mask_2054.h5,0.0
mask_1433.h5,0.0
mask_3536.h5,0.0
mask_2959.h5,0.009986438170385895
mask_2819.h5,0.0
mask_1573.h5,0.08654420054380264
mask_3476.h5,0.1365149833518313
mask_2908.h5,0.0
mask_1462.h5,0.001773158055640477
mask_3567.h5,0.0
mask_1522.h5,0.012420441203732311
mask_3427.h5,0.07344558736814519
mask_2848.h5,0.0
mask_1700.h5,0.1496737071082731
mask_1491.h5,0.023552195914287498
mask_3605.h5,0.0
mask_3594.h5,0.0
mask_719.h5,0.04998718277364778
mask_488.h5,0.0
mask_2569.h5,0.0
mask_1803.h5,0.0
mask_1943.h5,0.018145662440964456
mask_2429.h5,0.1145578231292517
mask_659.h5,0.0
mask_1640.h5,0.0
mask_3745.h5,0.0
mask_748.h5,0.0033682405536162655
mask_1751.h5,0.004968410721953015
mask_3654.h5,0.0
mask_1852.h5,0.0
mask_2538.h5,0.0
mask_2478.h5,0.0015894363614133756
mask_1912.h5,0.00948860135551448
mask_1611.h5,0.032583349089304846
mask_1580.h5,0.030829243739776017
mask_3714.h5,0.0
mask_3485.h5,0.0
mask_608.h5,0.04363335244283075
mask_599.h5,0.040452149615799834
mask_1687.h5,0.025666708401151872
mask_1516.h5,0.0
mask_3782.h5,0.0
mask_3413.h5,0.0
mask_1984.h5,0.10620484774829518
mask_1456.h5,0.1258159829588401
mask_3553.h5,0.03683078091380838
mask_1547.h5,0.027210031347962384
mask_3442.h5,0.0
mask_1895.h5,0.024
mask_1796.h5,0.0
mask_1407.h5,0.06313672052430082
mask_3693.h5,0.0
mask_3502.h5,0.04436511983681795
mask_1926.h5,0.0
mask_1625.h5,0.0057704112952731736
mask_3720.h5,0.0
mask_1765.h5,0.0
mask_3660.h5,0.0
mask_1866.h5,0.06590332444213129
mask_1977.h5,0.06327470958530729
mask_1674.h5,0.10011414758611428
mask_3771.h5,0.0
mask_1734.h5,0.0444982787198776
mask_3631.h5,0.0
mask_1837.h5,0.0
mask_3751.h5,0.0
mask_1654.h5,0.007502152256794982
mask_1957.h5,0.16645308272817885
mask_1817.h5,0.3125050068092606
mask_3611.h5,0.0
mask_3580.h5,0.0018956766342567114
mask_1714.h5,0.010110974106041924
mask_1485.h5,0.053904541361121834
mask_3700.h5,0.0
mask_3491.h5,0.09343299519487454
mask_1605.h5,0.006079214000614062
mask_1594.h5,0.0
mask_1906.h5,0.060796374231142765
mask_1846.h5,0.0
mask_3640.h5,0.0
mask_1745.h5,0.07860434496379197
mask_3462.h5,0.0
mask_1567.h5,0.036568391749968364
mask_3522.h5,0.0
mask_1427.h5,0.0
mask_3433.h5,0.0
mask_1536.h5,0.21534010830057118
mask_3573.h5,0.13904338153503892
mask_1476.h5,0.0
mask_2518.h5,0.029210377536277404
mask_2689.h5,0.0
mask_1872.h5,0.03729028173472618
mask_3674.h5,0.0
mask_1771.h5,0.019793352421262293
mask_768.h5,0.011358024691358024
mask_628.h5,0.0
mask_3734.h5,0.0
mask_1631.h5,0.04065040650406504
mask_1932.h5,0.0
mask_2458.h5,0.0
mask_1823.h5,0.21959207979752865
mask_2549.h5,0.016503288249162428
mask_739.h5,0.008370260955194485
mask_3625.h5,0.0
mask_1720.h5,0.0
mask_3765.h5,0.0
mask_1660.h5,0.21669389573741274
mask_679.h5,0.053904541361121834
mask_2409.h5,0.0
mask_2798.h5,0.41619846140548017
mask_1963.h5,0.0
mask_3547.h5,0.001466992665036675
mask_1442.h5,0.004475507326344185
mask_2928.h5,0.09299533022014676
mask_1990.h5,0.0516721227293151
mask_989.h5,0.015369360436291522
mask_2868.h5,0.0
mask_3796.h5,0.0
mask_3407.h5,0.0
mask_1693.h5,0.1081501521812648
mask_1502.h5,0.0
mask_2979.h5,0.0
mask_3687.h5,0.0
mask_3516.h5,0.004537093807480074
mask_1782.h5,0.05846630919310033
mask_1413.h5,0.06680557364240135
mask_1881.h5,0.0004885197850512946
mask_898.h5,0.0010998411340584137
mask_3456.h5,0.0
mask_1553.h5,0.0
mask_2839.h5,0.0716902145473574
mask_3258.h5,0.0
mask_344.h5,0.13777777777777778
mask_2134.h5,0.0
mask_66.h5,0.0002442002442002442
mask_2074.h5,0.024256064016004
mask_204.h5,0.024576324182352574
mask_195.h5,0.03669956972918249
mask_3318.h5,0.0
mask_3089.h5,0.0127959448599864
mask_315.h5,0.0014057820426624289
mask_3209.h5,0.0
mask_3198.h5,0.0006107243190423843
mask_37.h5,0.014112404060410992
mask_2165.h5,0.0
mask_2025.h5,0.14541387024608501
mask_3349.h5,0.012295335186901452
mask_255.h5,0.0
mask_2196.h5,0.0
mask_2207.h5,0.004290793183768542
mask_137.h5,0.024896784686600774
mask_2347.h5,0.08238092092224351
mask_95.h5,0.0
mask_2256.h5,0.0
mask_166.h5,0.00036634509708145075
mask_2087.h5,0.0
mask_2316.h5,0.0
mask_2011.h5,0.0
