                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    731,                 1.1403,                 1.6063,                0.57247,                0.81629,                0.48427,                  0.202,                0.22553,                0.10663,                0.33086,                0.13801,                0.13259,                0.04505,                 2.2836,                  3.293,                 2.0674,                 1.0016,              0.0085566,              0.0085566,              0.0085566
                    732,                 1.0876,                 1.5421,                0.54677,                0.81167,                0.51553,                0.20593,                0.23787,                0.11307,                0.35326,                0.13801,                  0.137,                0.04641,                 2.2604,                 3.2789,                 2.0835,                 1.0043,              0.0085546,              0.0085546,              0.0085546
                    733,                 1.1362,                 1.5332,                0.57127,                0.81106,                0.54496,                0.21126,                0.24441,                0.11649,                0.35345,                 0.1357,                 0.1353,                0.04596,                 2.2385,                 3.2443,                 2.0795,                 1.0016,              0.0085526,              0.0085526,              0.0085526
                    734,                   1.12,                 1.5572,                0.56469,                0.81701,                0.53199,                0.20894,                0.23844,                 0.1143,                0.33964,                0.13647,                0.13333,                0.04569,                 2.2482,                 3.2108,                 2.1241,                 1.0028,              0.0085506,              0.0085506,              0.0085506
                    735,                 1.1185,                 1.6597,                0.55402,                0.82256,                0.51867,                0.19584,                0.23222,                 0.1116,                0.33024,                0.12413,                0.13283,                0.04801,                 2.2212,                 3.1568,                 2.1521,                0.98331,              0.0085487,              0.0085487,              0.0085487
                    736,                 1.1342,                 1.5331,                0.56658,                0.81628,                0.51641,                0.18581,                0.22632,                0.11052,                0.33202,                0.12567,                0.13324,                0.04809,                 2.2397,                  3.149,                 2.2203,                0.98277,              0.0085467,              0.0085467,              0.0085467
                    737,                 1.2327,                 1.6208,                0.59659,                0.81204,                0.53206,                0.18813,                 0.2306,                0.11166,                0.34866,                0.12645,                 0.1378,                0.04987,                 2.2624,                 3.1727,                 2.2636,                0.98504,              0.0085447,              0.0085447,              0.0085447
                    738,                 1.1867,                  1.595,                0.58977,                0.81679,                0.54044,                0.18967,                 0.2326,                0.11331,                0.35892,                0.13107,                0.14459,                0.05147,                 2.2562,                 3.1632,                 2.2316,                0.98291,              0.0085427,              0.0085427,              0.0085427
                    739,                 1.0693,                 1.5357,                 0.5497,                 0.8181,                 0.5225,                0.19044,                0.22943,                 0.1122,                0.38644,                0.13184,                0.14441,                0.05032,                 2.2342,                 3.1846,                 2.2054,                0.98274,              0.0085407,              0.0085407,              0.0085407
                    740,                 1.1758,                 1.5219,                0.57081,                0.81081,                0.53345,                0.18865,                0.22675,                0.10665,                0.39395,                0.12953,                 0.1396,                0.05017,                 2.2547,                 3.2395,                 2.2571,                 0.9904,              0.0085388,              0.0085388,              0.0085388
                    741,                 1.1317,                 1.5647,                0.56813,                0.81351,                0.52124,                0.17963,                0.22157,                0.10646,                0.38862,                0.13261,                0.14308,                0.05067,                 2.2811,                 3.2266,                 2.2976,                0.99219,              0.0085368,              0.0085368,              0.0085368
                    742,                  1.085,                 1.5817,                0.55021,                0.81017,                0.51193,                0.18119,                0.21837,                0.10517,                0.38218,                 0.1303,                0.13915,                0.05148,                 2.2929,                 3.2861,                 2.3838,                0.99575,              0.0085348,              0.0085348,              0.0085348
                    743,                 1.1256,                 1.6013,                0.56735,                0.81537,                0.52135,                0.17425,                0.21601,                0.10154,                0.37701,                0.12318,                0.13357,                0.05119,                 2.3147,                 3.3415,                  2.411,                0.99954,              0.0085328,              0.0085328,              0.0085328
                    744,                 1.1366,                 1.5623,                0.55922,                0.80989,                0.50378,                0.17348,                0.21463,                0.09993,                0.37104,                0.12028,                0.12653,                0.04579,                 2.3363,                 3.3802,                 2.3369,                 1.0042,              0.0085308,              0.0085308,              0.0085308
                    745,                 1.1107,                 1.5174,                0.55369,                0.81488,                0.49696,                0.17976,                0.21701,                0.10096,                0.38578,                0.12722,                 0.1333,                0.04598,                 2.3171,                 3.3466,                  2.272,                 1.0084,              0.0085289,              0.0085289,              0.0085289
                    746,                 1.1216,                 1.4917,                0.56188,                 0.8148,                0.51162,                0.18427,                0.21609,                0.10232,                0.42899,                 0.1249,                0.13336,                0.04535,                 2.3232,                 3.3597,                 2.2376,                 1.0158,              0.0085269,              0.0085269,              0.0085269
                    747,                 1.1544,                 1.6249,                0.56788,                0.81646,                0.50268,                 0.1781,                0.20888,                0.09791,                0.39761,                0.12413,                0.12879,                0.04232,                 2.3723,                 3.4313,                 2.2614,                 1.0197,              0.0085249,              0.0085249,              0.0085249
                    748,                 1.1413,                 1.5174,                0.57151,                0.80982,                0.53095,                0.17425,                0.20778,                0.09778,                0.39325,                0.12336,                0.12616,                 0.0421,                 2.3587,                 3.4286,                 2.2448,                 1.0144,              0.0085229,              0.0085229,              0.0085229
                    749,                 1.1502,                 1.6029,                0.56929,                0.81172,                0.53418,                0.17579,                0.20752,                0.09926,                0.38002,                0.12571,                0.12657,                 0.0435,                 2.3234,                 3.3652,                 2.2761,                  1.013,              0.0085209,              0.0085209,              0.0085209
                    750,                 1.1337,                 1.5657,                0.56648,                0.81691,                0.50786,                0.16808,                0.20693,                0.09959,                0.37816,                0.12722,                0.13217,                0.04507,                 2.3216,                 3.3477,                  2.341,                 1.0117,               0.008519,               0.008519,               0.008519
                    751,                 1.1556,                 1.5433,                0.57235,                0.81331,                0.52412,                0.16885,                0.20162,                0.09859,                0.40207,                0.12953,                0.13521,                0.04631,                 2.3392,                 3.3649,                 2.3874,                  1.011,               0.008517,               0.008517,               0.008517
                    752,                 1.1694,                 1.5619,                0.58402,                0.81215,                0.54488,                0.17271,                0.20706,                0.10081,                0.39488,                 0.1303,                0.13469,                0.04701,                 2.3165,                  3.382,                 2.3546,                 1.0066,               0.008515,               0.008515,               0.008515
                    753,                 1.1597,                 1.5861,                0.57754,                0.81423,                0.54573,                0.18427,                0.21839,                0.10686,                0.39081,                0.13261,                0.13564,                0.04796,                 2.2867,                 3.3385,                 2.2825,                 1.0055,               0.008513,               0.008513,               0.008513
                    754,                 1.1019,                 1.5272,                0.55679,                0.81874,                 0.6137,                0.18006,                0.22072,                0.10593,                0.47161,                0.13647,                0.14427,                0.04862,                 2.2811,                  3.323,                 2.1897,                 1.0057,               0.008511,               0.008511,               0.008511
                    755,                 1.0627,                 1.4913,                0.54077,                 0.8143,                0.58459,                0.18658,                0.21652,                0.10422,                0.43965,                0.14032,                 0.1425,                0.04756,                 2.2724,                 3.3085,                 2.1719,                 1.0003,              0.0085091,              0.0085091,              0.0085091
                    756,                 1.1231,                 1.6013,                 0.5637,                 0.8169,                0.59539,                 0.1835,                0.21419,                0.10397,                0.37328,                 0.1357,                0.13292,                0.04504,                 2.2545,                 3.2809,                 2.1387,                0.99767,              0.0085071,              0.0085071,              0.0085071
                    757,                 1.1597,                 1.5696,                0.57231,                0.81258,                0.56814,                0.18504,                0.21081,                0.10426,                0.40584,                0.13647,                0.13381,                0.04377,                  2.253,                 3.2659,                 2.1271,                0.99868,              0.0085051,              0.0085051,              0.0085051
                    758,                 1.1715,                 1.5572,                0.57625,                0.81038,                0.52897,                0.17965,                0.20466,                0.09928,                0.39275,                0.13338,                0.12749,                0.04098,                 2.3135,                 3.2396,                 2.2033,                 1.0043,              0.0085031,              0.0085031,              0.0085031
                    759,                 1.1032,                 1.6132,                 0.5555,                 0.8198,                 0.5425,                0.18042,                0.20513,                0.09962,                 0.4154,                0.12799,                0.12581,                0.04184,                 2.3079,                 3.2153,                 2.2671,                 1.0008,              0.0085011,              0.0085011,              0.0085011
                    760,                 1.1575,                 1.5913,                0.56769,                0.81714,                0.52921,                0.18813,                0.21527,                0.10655,                0.36993,                0.13107,                0.12984,                0.04316,                 2.3045,                  3.206,                 2.2508,                0.99654,              0.0084992,              0.0084992,              0.0084992
                    761,                 1.1389,                 1.5582,                0.56464,                0.81162,                0.55749,                0.19352,                0.22943,                0.11078,                0.37751,                0.13261,                0.13505,                0.04543,                 2.2849,                 3.2211,                 2.1972,                0.99485,              0.0084972,              0.0084972,              0.0084972
                    762,                 1.1468,                 1.6155,                0.56165,                0.80983,                0.55451,                0.19386,                0.22554,                0.10929,                0.37957,                0.13493,                0.13263,                0.04447,                 2.2977,                 3.1994,                 2.1702,                0.99961,              0.0084952,              0.0084952,              0.0084952
                    763,                 1.0913,                 1.5325,                0.54872,                0.81785,                0.52514,                0.19014,                0.22115,                0.10693,                0.36692,                0.13493,                0.13276,                0.04204,                 2.3007,                 3.2707,                 2.1678,                0.99748,              0.0084932,              0.0084932,              0.0084932
                    764,                 1.0352,                 1.5006,                0.52515,                0.81292,                0.51219,                0.18134,                0.21283,                0.10023,                0.34406,                 0.1249,                0.12483,                0.04017,                 2.3283,                 3.3305,                 2.2331,                 1.0001,              0.0084912,              0.0084912,              0.0084912
                    765,                  1.088,                  1.508,                0.54555,                0.81424,                0.50512,                0.17194,                0.20991,                0.09792,                0.34934,                0.12028,                0.12109,                0.03873,                 2.3474,                 3.3472,                 2.2699,                 1.0018,              0.0084893,              0.0084893,              0.0084893
                    766,                 1.1401,                 1.5878,                  0.566,                0.80749,                0.51004,                0.17348,                0.20823,                 0.0967,                0.36685,                0.11796,                0.11767,                0.03859,                  2.377,                 3.3568,                 2.3217,                 1.0012,              0.0084873,              0.0084873,              0.0084873
                    767,                 1.1229,                 1.5205,                0.55967,                0.81013,                0.53447,                0.17579,                0.20969,                0.09901,                0.36605,                0.11796,                0.11723,                0.04036,                  2.339,                 3.3325,                 2.3432,                0.99739,              0.0084853,              0.0084853,              0.0084853
                    768,                 1.0698,                 1.4809,                 0.5397,                0.81435,                0.52507,                0.17887,                0.21249,                0.10198,                0.37475,                0.11411,                0.11857,                0.04151,                 2.3218,                 3.3443,                 2.3731,                0.99656,              0.0084833,              0.0084833,              0.0084833
                    769,                 1.0978,                 1.5343,                0.54735,                 0.8133,                0.52447,                0.18658,                 0.2186,                0.10415,                0.33298,                0.11565,                0.11532,                0.04103,                  2.316,                 3.3342,                 2.3545,                 1.0005,              0.0084813,              0.0084813,              0.0084813
                    770,                 1.0933,                 1.5123,                0.54554,                0.81567,                0.54334,                0.18427,                0.21625,                0.10146,                0.34456,                0.11796,                0.11423,                0.03943,                 2.3303,                 3.3226,                 2.3335,                0.99548,              0.0084794,              0.0084794,              0.0084794
                    771,                 1.1138,                 1.5019,                0.55701,                0.81353,                0.53604,                0.18273,                0.20849,                 0.0995,                0.36281,                0.11565,                0.11737,                0.04155,                 2.3234,                 3.3528,                 2.3309,                0.99422,              0.0084774,              0.0084774,              0.0084774
                    772,                 1.1428,                 1.5673,                0.56389,                0.81288,                0.52548,                0.17656,                0.20525,                0.09898,                0.34879,                0.11719,                0.11923,                0.04048,                 2.3471,                 3.3436,                 2.3054,                0.99735,              0.0084754,              0.0084754,              0.0084754
                    773,                 1.0944,                  1.498,                0.55168,                0.81549,                0.52806,                0.16885,                  0.204,                0.09611,                0.38372,                0.11642,                0.11943,                0.04158,                 2.3583,                  3.357,                 2.3074,                0.99482,              0.0084734,              0.0084734,              0.0084734
                    774,                 1.0898,                 1.5197,                0.55274,                0.81226,                0.54549,                  0.165,                0.20241,                0.09512,                0.38111,                0.11565,                0.12108,                0.04266,                 2.3491,                 3.3484,                 2.3577,                0.99425,              0.0084714,              0.0084714,              0.0084714
                    775,                 1.1288,                 1.4787,                0.56505,                0.81658,                0.51301,                0.16423,                0.19722,                0.09179,                0.35078,                0.11488,                0.11414,                0.03933,                 2.3682,                 3.3269,                 2.3881,                0.99322,              0.0084695,              0.0084695,              0.0084695
                    776,                 1.1133,                 1.5324,                0.55855,                0.81178,                0.49924,                0.16268,                0.19852,                0.09282,                0.33573,                0.11411,                0.11843,                 0.0427,                 2.3618,                 3.3203,                 2.3761,                 0.9935,              0.0084675,              0.0084675,              0.0084675
                    777,                 1.1589,                 1.5556,                0.56576,                 0.8116,                0.51857,                0.17191,                0.21257,                0.10089,                0.42858,                0.11951,                0.12563,                0.04372,                 2.3042,                 3.2651,                 2.3367,                0.98929,              0.0084655,              0.0084655,              0.0084655
                    778,                 1.1218,                 1.5456,                0.55349,                0.81145,                0.55819,                0.17733,                 0.2184,                0.10437,                0.41318,                0.12413,                0.13011,                0.04581,                 2.2882,                 3.2521,                 2.3346,                0.98206,              0.0084635,              0.0084635,              0.0084635
                    779,                 1.0722,                 1.4834,                0.53941,                0.81386,                0.54555,                0.18196,                0.22327,                0.10366,                0.37289,                0.12259,                0.13085,                0.04428,                 2.2986,                 3.2586,                 2.3478,                0.98325,              0.0084615,              0.0084615,              0.0084615
                    780,                 1.0935,                 1.5545,                0.53806,                0.81237,                0.54274,                0.18042,                0.22358,                 0.1028,                0.40039,                0.12336,                0.13028,                0.04458,                 2.3027,                 3.3182,                 2.3278,                0.98162,              0.0084596,              0.0084596,              0.0084596
                    781,                 1.1435,                 1.5037,                0.56385,                0.81503,                0.54051,                0.17965,                0.22243,                0.10361,                0.38521,                0.12953,                0.13828,                0.04695,                 2.2971,                 3.3176,                 2.2918,                0.98509,              0.0084576,              0.0084576,              0.0084576
                    782,                 1.1318,                 1.5258,                0.55984,                 0.8169,                0.51333,                0.18196,                0.22825,                0.10748,                0.46857,                0.12645,                0.14362,                0.05039,                 2.2964,                 3.2903,                 2.2378,                0.98857,              0.0084556,              0.0084556,              0.0084556
                    783,                 1.1196,                 1.5325,                0.55438,                0.81027,                0.51967,                 0.1835,                0.22965,                0.10652,                 0.4092,                0.13261,                0.14534,                0.04828,                 2.3123,                 3.2786,                 2.2456,                0.99179,              0.0084536,              0.0084536,              0.0084536
                    784,                  1.085,                 1.5607,                0.54117,                0.81412,                0.54276,                 0.1835,                0.22525,                0.10426,                0.40355,                0.13184,                0.14464,                0.04995,                 2.3194,                 3.2674,                 2.2629,                0.99022,              0.0084516,              0.0084516,              0.0084516
                    785,                 1.0801,                  1.512,                0.54552,                0.81527,                0.55892,                0.18504,                0.22527,                0.10583,                0.40489,                0.12953,                0.14576,                0.04936,                 2.3036,                 3.3085,                 2.2328,                0.98872,              0.0084497,              0.0084497,              0.0084497
                    786,                 1.1686,                 1.5759,                 0.5845,                0.81233,                0.54114,                0.19198,                0.23273,                0.10858,                0.40114,                0.13878,                0.14831,                0.04895,                  2.275,                 3.3075,                 2.1775,                0.98579,              0.0084477,              0.0084477,              0.0084477
                    787,                  1.115,                 1.5981,                0.55255,                 0.8148,                0.53488,                0.19275,                0.22843,                0.10645,                0.38101,                0.14264,                0.14763,                0.04791,                 2.2822,                 3.3284,                 2.1351,                0.98721,              0.0084457,              0.0084457,              0.0084457
                    788,                 1.1098,                  1.521,                0.55142,                0.81307,                0.55801,                0.18884,                0.22798,                0.10571,                0.38664,                0.12799,                0.13479,                 0.0439,                 2.2769,                 3.3404,                 2.1495,                0.98208,              0.0084437,              0.0084437,              0.0084437
                    789,                 1.1261,                 1.5495,                0.56184,                0.81772,                0.55909,                0.19275,                0.23476,                0.10853,                0.43568,                0.12722,                0.14164,                0.04686,                 2.2736,                 3.3585,                 2.2026,                0.98321,              0.0084417,              0.0084417,              0.0084417
                    790,                 1.0985,                 1.5353,                0.54655,                0.80682,                0.59826,                0.17887,                0.23162,                0.11153,                 0.4481,                 0.1249,                0.14321,                0.04746,                 2.2673,                 3.3184,                 2.2649,                0.98709,              0.0084398,              0.0084398,              0.0084398
                    791,                 1.0722,                 1.5024,                0.53933,                0.81221,                0.57105,                0.17887,                0.23309,                0.10923,                0.40846,                0.12105,                0.13432,                0.04585,                 2.2863,                 3.3411,                 2.3532,                0.99805,              0.0084378,              0.0084378,              0.0084378
                    792,                 1.1737,                 1.5316,                0.57121,                0.80798,                0.57656,                0.17579,                0.23222,                0.10928,                0.40062,                0.11874,                 0.1364,                0.04628,                 2.2839,                 3.3745,                 2.4051,                0.99652,              0.0084358,              0.0084358,              0.0084358
                    793,                 1.1157,                 1.4806,                0.55266,                0.81115,                0.56502,                0.17502,                0.22542,                0.10916,                0.40205,                0.12028,                0.13679,                0.04515,                 2.2837,                 3.3885,                 2.3695,                0.99404,              0.0084338,              0.0084338,              0.0084338
                    794,                 1.0988,                 1.5224,                0.54989,                0.81522,                0.55337,                0.17579,                 0.2213,                0.10975,                0.40177,                0.12336,                0.13603,                0.04388,                 2.2841,                 3.3979,                 2.3092,                 0.9945,              0.0084318,              0.0084318,              0.0084318
                    795,                 1.1385,                 1.5455,                0.56508,                0.81151,                0.59224,                0.18119,                0.22016,                0.10757,                0.39899,                0.12336,                 0.1299,                0.04238,                 2.2982,                 3.3733,                 2.2705,                0.99588,              0.0084299,              0.0084299,              0.0084299
                    796,                 1.1366,                 1.5695,                0.55868,                0.81021,                0.55014,                0.18042,                0.21703,                0.10708,                0.36772,                0.12645,                0.13359,                0.04423,                 2.2891,                 3.3917,                 2.2597,                0.99487,              0.0084279,              0.0084279,              0.0084279
                    797,                 1.0957,                 1.4479,                0.54693,                0.80992,                0.57627,                0.17271,                0.21395,                0.10459,                0.40084,                0.12105,                0.13139,                0.04296,                 2.3089,                 3.3614,                 2.2651,                0.99418,              0.0084259,              0.0084259,              0.0084259
                    798,                 1.1252,                 1.5646,                0.56155,                 0.8119,                0.55366,                0.16345,                0.20466,                0.09771,                0.38654,                0.11488,                 0.1252,                0.04178,                 2.3568,                 3.4676,                 2.3205,                0.99985,              0.0084239,              0.0084239,              0.0084239
                    799,                 1.1118,                 1.4972,                0.54655,                0.81059,                0.63572,                0.15112,                0.19668,                0.09481,                0.33017,                0.11972,                0.12151,                0.03959,                 2.3843,                 3.4744,                 2.2887,                 1.0013,              0.0084219,              0.0084219,              0.0084219
                    800,                 1.0982,                 1.5092,                0.54785,                0.81273,                0.48658,                0.17887,                0.21467,                0.10283,                0.34754,                0.12645,                0.13331,                0.04559,                 2.3461,                 3.4436,                 2.2965,                0.99943,                0.00842,                0.00842,                0.00842
                    801,                 1.1363,                  1.563,                0.56101,                0.81431,                0.52876,                0.18273,                0.22097,                0.10649,                0.36971,                0.12799,                0.13866,                 0.0489,                 2.3023,                 3.3845,                 2.3005,                0.99397,               0.008418,               0.008418,               0.008418
                    802,                 1.1027,                 1.6307,                0.55058,                0.81436,                0.55714,                 0.1781,                 0.2206,                0.10523,                0.40914,                0.12645,                0.13706,                0.04802,                 2.3234,                 3.3684,                 2.3436,                0.99355,               0.008416,               0.008416,               0.008416
                    803,                  1.114,                 1.6155,                0.56308,                0.81428,                0.55636,                0.18178,                0.22389,                0.10395,                0.42306,                0.12722,                0.13845,                0.04668,                 2.3283,                 3.3813,                  2.286,                0.99318,               0.008414,               0.008414,               0.008414
                    804,                 1.0726,                  1.546,                 0.5339,                0.81625,                0.51635,                0.18273,                0.22292,                0.10448,                  0.379,                 0.1249,                0.13363,                0.04789,                 2.3071,                 3.4291,                 2.2097,                0.99171,               0.008412,               0.008412,               0.008412
                    805,                 1.1229,                 1.4782,                0.55045,                0.80879,                0.52181,                0.18119,                0.21658,                0.10396,                0.36859,                0.12799,                0.13534,                0.04763,                 2.3338,                 3.4668,                 2.1954,                0.99908,              0.0084101,              0.0084101,              0.0084101
                    806,                 1.1408,                  1.528,                 0.5551,                0.80879,                0.49878,                0.18736,                0.21824,                0.10396,                 0.3196,                 0.1303,                0.12987,                0.04576,                 2.3346,                 3.4343,                 2.1867,                 1.0027,              0.0084081,              0.0084081,              0.0084081
                    807,                 1.0764,                 1.5479,                0.53873,                0.81246,                0.55913,                0.18581,                0.22555,                0.10946,                0.34616,                0.13348,                0.13966,                0.04867,                 2.2621,                 3.3496,                 2.1763,                 1.0017,              0.0084061,              0.0084061,              0.0084061
                    808,                 1.1077,                 1.5372,                0.55207,                0.81156,                0.54168,                0.18967,                0.22601,                0.10958,                0.35489,                0.13416,                0.13675,                0.04664,                 2.2426,                 3.3386,                 2.2066,                0.99202,              0.0084041,              0.0084041,              0.0084041
                    809,                 1.0864,                 1.5248,                0.54871,                0.80621,                0.53286,                0.18581,                0.22069,                0.10817,                 0.3803,                0.13261,                0.14111,                0.04822,                 2.2438,                 3.3303,                 2.2382,                0.99083,              0.0084021,              0.0084021,              0.0084021
                    810,                 1.0935,                 1.4669,                0.54299,                0.81345,                0.54964,                 0.1835,                 0.2168,                0.10698,                0.38255,                 0.1303,                0.13875,                0.04691,                 2.2476,                  3.348,                 2.3034,                0.99447,              0.0084002,              0.0084002,              0.0084002
                    811,                 1.0895,                 1.5487,                0.54187,                0.81488,                0.54634,                0.18273,                0.21644,                 0.1032,                0.39111,                0.12876,                0.13233,                 0.0436,                  2.264,                 3.3575,                 2.3249,                 1.0042,              0.0083982,              0.0083982,              0.0083982
                    812,                 1.0692,                 1.5075,                0.53532,                0.81833,                 0.5235,                0.17733,                0.21089,                0.09673,                0.35758,                0.11951,                 0.1236,                0.04057,                 2.3149,                 3.4053,                 2.3837,                 1.0089,              0.0083962,              0.0083962,              0.0083962
                    813,                 1.1309,                 1.4911,                0.56085,                0.81498,                0.50762,                0.17567,                0.21049,                0.09748,                0.36674,                0.11874,                0.12131,                0.04161,                 2.3159,                  3.406,                 2.3947,                 1.0069,              0.0083942,              0.0083942,              0.0083942
                    814,                 1.1535,                  1.525,                0.56411,                 0.8079,                0.62086,                0.16577,                0.20514,                0.09843,                0.39448,                0.11565,                0.12492,                0.04197,                 2.3247,                 3.4252,                 2.4303,                 1.0105,              0.0083922,              0.0083922,              0.0083922
                    815,                 1.1561,                  1.541,                0.56257,                0.80602,                0.52662,                0.17498,                0.20313,                0.09732,                0.35993,                0.11719,                 0.1227,                0.04058,                 2.3054,                 3.4118,                 2.3985,                 1.0011,              0.0083903,              0.0083903,              0.0083903
                    816,                 1.1205,                 1.5256,                0.56089,                0.81614,                0.53863,                0.18362,                 0.2161,                0.10237,                0.38016,                 0.1249,                0.13077,                0.04263,                 2.2717,                 3.3126,                 2.2871,                0.99636,              0.0083883,              0.0083883,              0.0083883
                    817,                  1.141,                 1.5243,                0.55718,                0.81397,                0.55555,                0.18118,                 0.2155,                0.10466,                0.40752,                0.12182,                0.13097,                0.04376,                 2.2782,                 3.3095,                 2.2875,                      1,              0.0083863,              0.0083863,              0.0083863
                    818,                 1.1229,                 1.5418,                0.55586,                0.80955,                0.58036,                0.17887,                0.21942,                0.10763,                0.45975,                0.11565,                 0.1319,                0.04442,                 2.2795,                 3.3222,                 2.2513,                0.99953,              0.0083843,              0.0083843,              0.0083843
                    819,                 1.0926,                 1.4742,                0.53663,                0.81296,                0.60272,                0.17887,                0.22255,                0.10977,                0.44226,                0.12105,                0.13199,                0.04386,                 2.2971,                 3.3762,                 2.2613,                0.99803,              0.0083823,              0.0083823,              0.0083823
                    820,                 1.1014,                 1.5183,                0.54826,                0.81551,                0.58878,                 0.1889,                0.23274,                0.11467,                0.40242,                0.12876,                0.13887,                0.04822,                 2.2657,                 3.3152,                 2.2332,                0.99347,              0.0083804,              0.0083804,              0.0083804
                    821,                 1.1206,                 1.4911,                0.55585,                0.81238,                0.63239,                0.18658,                0.24109,                0.11944,                0.39726,                0.12876,                0.14466,                0.04966,                 2.2393,                 3.3282,                 2.2234,                0.99276,              0.0083784,              0.0083784,              0.0083784
                    822,                 1.1195,                 1.5081,                0.55341,                0.81173,                0.56516,                0.19044,                0.23843,                0.11898,                0.39497,                0.12953,                 0.1428,                0.04986,                 2.2287,                 3.3766,                 2.1533,                0.99082,              0.0083764,              0.0083764,              0.0083764
                    823,                 1.0646,                 1.4728,                0.53098,                0.80383,                0.57177,                0.18736,                0.23382,                0.11305,                0.35925,                0.12722,                0.13035,                0.04458,                  2.284,                 3.4604,                  2.186,                      1,              0.0083744,              0.0083744,              0.0083744
                    824,                 1.0935,                 1.5562,                0.54163,                0.80411,                0.57946,                0.18273,                0.22156,                0.10458,                 0.3581,                0.11951,                0.12537,                0.04184,                 2.3137,                 3.4738,                 2.2222,                 1.0031,              0.0083724,              0.0083724,              0.0083724
